L,a,b,hex_srgb
66.0,42.0,64.0,#F97E28
66.0,42.0,88.0,#FC7E00
66.0,42.0,98.0,#FC7E00
66.0,48.0,26.0,#F97A75
66.0,48.0,34.0,#FB7966
66.0,48.0,110.0,#FF7700
66.0,52.0,12.0,#FA778D
66.0,54.0,76.0,#FF7100
66.0,64.0,-56.0,#DE73FF
66.0,64.0,-32.0,#F36EDB
66.0,64.0,16.0,#FF6887
66.0,74.0,-24.0,#FF5ECD
66.0,78.0,-36.0,#FF5AE3
66.0,82.0,-24.0,#FF50CD
67.0,-122.0,-4.0,#00CDA7
67.0,-120.0,2.0,#00CC9D
67.0,-120.0,10.0,#00CC8E
67.0,-120.0,18.0,#00CB7F
67.0,-120.0,26.0,#00CB70
67.0,-120.0,92.0,#00CA00
67.0,-116.0,-10.0,#00CCB2
67.0,-104.0,8.0,#00C892
67.0,-104.0,82.0,#00C700
67.0,-104.0,90.0,#00C600
67.0,-96.0,78.0,#00C500
67.0,-96.0,102.0,#00C500
67.0,-88.0,38.0,#00C459
67.0,-84.0,106.0,#00C100
67.0,-82.0,92.0,#00C100
67.0,-72.0,26.0,#00C071
67.0,-68.0,40.0,#00BE56
67.0,-68.0,48.0,#00BE45
67.0,-62.0,-14.0,#00BFBB
67.0,-56.0,52.0,#47BA3C
67.0,-56.0,60.0,#4DB926
67.0,-54.0,108.0,#63B800
67.0,-50.0,-18.0,#00BBC2
67.0,-48.0,-4.0,#00B9A9
67.0,-48.0,4.0,#00B99A
67.0,-48.0,12.0,#22B88C
67.0,-48.0,96.0,#70B600
67.0,-48.0,112.0,#72B600
67.0,-42.0,2.0,#29B79E
67.0,-42.0,100.0,#7EB400
67.0,-40.0,84.0,#7FB300
67.0,-38.0,-40.0,#00B8EA
67.0,-38.0,54.0,#7AB339
67.0,-32.0,60.0,#89B029
67.0,-28.0,80.0,#96AE00
67.0,-28.0,112.0,#99AE00
67.0,-24.0,-2.0,#6BAFA6
67.0,-20.0,-48.0,#00B2F9
67.0,-20.0,42.0,#98AB55
67.0,-16.0,70.0,#A8A900
67.0,-6.0,-28.0,#72A9D5
67.0,-2.0,8.0,#A6A495
67.0,2.0,60.0,#C39F2E
67.0,6.0,2.0,#B09FA0
67.0,6.0,10.0,#B59F91
67.0,6.0,50.0,#C79D46
67.0,10.0,98.0,#D49A00
67.0,12.0,8.0,#BE9B95
67.0,14.0,58.0,#D49835
67.0,16.0,-56.0,#789FFF
67.0,18.0,2.0,#C498A0
67.0,22.0,22.0,#D5937D
67.0,22.0,30.0,#D8936E
67.0,26.0,0.0,#D092A4
67.0,28.0,6.0,#D79099
67.0,28.0,64.0,#E98D28
67.0,36.0,24.0,#EA887A
67.0,40.0,10.0,#EB8693
67.0,42.0,16.0,#F08388
67.0,46.0,8.0,#F28097
67.0,46.0,70.0,#FF7D18
67.0,48.0,92.0,#FF7A00
67.0,48.0,100.0,#FF7A00
67.0,50.0,20.0,#FD7B82
67.0,52.0,-14.0,#F07CBE
67.0,52.0,50.0,#FF774B
67.0,54.0,96.0,#FF7400
67.0,56.0,-56.0,#D27EFF
67.0,56.0,102.0,#FF7100
67.0,58.0,-34.0,#EB78E1
67.0,58.0,28.0,#FF7174
67.0,58.0,44.0,#FF7057
67.0,60.0,6.0,#FF719B
67.0,60.0,66.0,#FF6D29
67.0,60.0,114.0,#FF6C00
67.0,64.0,-6.0,#FF6DB0
67.0,64.0,26.0,#FF6A78
67.0,66.0,0.0,#FF6AA6
67.0,66.0,88.0,#FF6400
67.0,68.0,6.0,#FF669B
67.0,70.0,20.0,#FF6283
67.0,70.0,28.0,#FF6175
67.0,72.0,-6.0,#FF62B0
67.0,72.0,66.0,#FF5B2C
67.0,76.0,18.0,#FF5887
67.0,76.0,34.0,#FF566B
67.0,80.0,-30.0,#FF58DB
67.0,82.0,-54.0,#FF5BFF
67.0,82.0,28.0,#FF4A76
67.0,86.0,-36.0,#FF4EE6
67.0,86.0,-18.0,#FF49C6
67.0,94.0,-36.0,#FF38E6
67.0,96.0,-30.0,#FF2FDB
68.0,-120.0,32.0,#00CE67
68.0,-120.0,64.0,#00CD0E
68.0,-120.0,72.0,#00CD00
68.0,-114.0,18.0,#00CD82
68.0,-112.0,32.0,#00CC67
68.0,-112.0,40.0,#00CC57
68.0,-110.0,88.0,#00CB00
68.0,-96.0,48.0,#00C846
68.0,-90.0,-18.0,#00CAC4
68.0,-86.0,82.0,#00C500
68.0,-84.0,-26.0,#00C9D3
68.0,-80.0,-12.0,#00C7B9
68.0,-80.0,48.0,#00C447
68.0,-78.0,72.0,#00C300
68.0,-74.0,46.0,#00C24C
68.0,-74.0,54.0,#00C239
68.0,-72.0,6.0,#00C399
68.0,-72.0,88.0,#10C100
68.0,-66.0,34.0,#00C065
68.0,-64.0,-38.0,#00C4E9
68.0,-64.0,88.0,#43BF00
68.0,-60.0,20.0,#00BF80
68.0,-60.0,28.0,#00BF71
68.0,-54.0,46.0,#4BBC4D
68.0,-50.0,-54.0,#00C1FF
68.0,-48.0,40.0,#5ABA5A
68.0,-44.0,-20.0,#00BCC8
68.0,-44.0,76.0,#78B800
68.0,-42.0,-54.0,#00BEFF
68.0,-40.0,-14.0,#00BABE
68.0,-38.0,-22.0,#00B9CC
68.0,-36.0,-52.0,#00BCFF
68.0,-36.0,6.0,#54B79A
68.0,-32.0,-28.0,#00B8D7
68.0,-30.0,20.0,#78B381
68.0,-30.0,72.0,#93B200
68.0,-28.0,-34.0,#00B6E2
68.0,-28.0,104.0,#9CB100
68.0,-26.0,56.0,#96B038
68.0,-24.0,6.0,#78B29A
68.0,-22.0,-54.0,#00B6FF
68.0,-18.0,0.0,#7FAFA5
68.0,-18.0,16.0,#8FAE88
68.0,-18.0,24.0,#95AE7A
68.0,-12.0,-12.0,#7FADBB
68.0,-12.0,58.0,#AFAA34
68.0,-10.0,26.0,#A5AA76
68.0,-8.0,-40.0,#51AEED
68.0,-6.0,-18.0,#85AAC6
68.0,-6.0,-2.0,#98A9A9
68.0,-4.0,-34.0,#6FABE3
68.0,-4.0,60.0,#BDA530
68.0,-4.0,68.0,#BEA514
68.0,-2.0,14.0,#ACA68D
68.0,-2.0,34.0,#B7A568
68.0,0.0,48.0,#C0A34C
68.0,2.0,-54.0,#4CAAFF
68.0,2.0,-36.0,#7DA8E6
68.0,4.0,-14.0,#A0A4BF
68.0,4.0,26.0,#BDA277
68.0,4.0,116.0,#CFA000
68.0,6.0,-8.0,#AAA3B4
68.0,6.0,42.0,#C7A059
68.0,12.0,40.0,#D09C5D
68.0,12.0,116.0,#DB9B00
68.0,16.0,32.0,#D39A6D
68.0,16.0,100.0,#E09800
68.0,18.0,38.0,#D89862
68.0,20.0,-48.0,#969EFC
68.0,22.0,66.0,#E49423
68.0,22.0,74.0,#E69400
68.0,24.0,116.0,#EB9200
68.0,30.0,114.0,#F38D00
68.0,34.0,-36.0,#C392E7
68.0,34.0,-18.0,#D390C7
68.0,34.0,58.0,#F48B3A
68.0,34.0,90.0,#F88A00
68.0,38.0,30.0,#F28972
68.0,38.0,72.0,#FB8710
68.0,42.0,116.0,#FF8300
68.0,44.0,40.0,#FE8360
68.0,46.0,54.0,#FF8045
68.0,50.0,-28.0,#E683D9
68.0,50.0,116.0,#FF7B00
68.0,52.0,-48.0,#D784FD
68.0,52.0,6.0,#FD7D9D
68.0,52.0,40.0,#FF7A61
68.0,56.0,-26.0,#F17CD6
68.0,56.0,-6.0,#FD7AB2
68.0,60.0,-20.0,#FB77CB
68.0,60.0,-12.0,#FF76BD
68.0,62.0,96.0,#FF6C00
68.0,62.0,104.0,#FF6C00
68.0,66.0,-18.0,#FF6FC8
68.0,74.0,-42.0,#FF68F3
68.0,74.0,42.0,#FF5C5F
68.0,74.0,58.0,#FF5B40
68.0,76.0,-16.0,#FF60C5
68.0,80.0,-10.0,#FF58BA
68.0,88.0,-30.0,#FF4BDE
68.0,88.0,-10.0,#FF46BB
68.0,98.0,-46.0,#FF34FB
69.0,-128.0,20.0,#00D380
69.0,-128.0,28.0,#00D271
69.0,-128.0,36.0,#00D261
69.0,-128.0,52.0,#00D23D
69.0,-128.0,68.0,#00D100
69.0,-120.0,86.0,#00D000
69.0,-112.0,24.0,#00CF79
69.0,-108.0,96.0,#00CD00
69.0,-92.0,92.0,#00C900
69.0,-88.0,32.0,#00CA6A
69.0,-88.0,48.0,#00C949
69.0,-80.0,36.0,#00C763
69.0,-78.0,-18.0,#00C9C7
69.0,-74.0,-2.0,#00C7AA
69.0,-72.0,-16.0,#00C8C3
69.0,-72.0,20.0,#00C682
69.0,-68.0,12.0,#00C591
69.0,-66.0,26.0,#00C377
69.0,-66.0,94.0,#41C200
69.0,-64.0,-6.0,#00C4B1
69.0,-64.0,6.0,#00C49C
69.0,-64.0,54.0,#29C23C
69.0,-64.0,62.0,#35C225
69.0,-62.0,108.0,#53C100
69.0,-60.0,-28.0,#00C5D9
69.0,-60.0,46.0,#34C14F
69.0,-56.0,-38.0,#00C4EC
69.0,-56.0,82.0,#5FBF00
69.0,-50.0,76.0,#6DBD00
69.0,-48.0,34.0,#56BD68
69.0,-44.0,28.0,#5CBC74
69.0,-44.0,62.0,#76BB28
69.0,-42.0,-34.0,#00BFE5
69.0,-36.0,28.0,#73B874
69.0,-36.0,70.0,#8AB700
69.0,-36.0,112.0,#91B700
69.0,-34.0,44.0,#83B755
69.0,-34.0,106.0,#94B600
69.0,-32.0,50.0,#8AB648
69.0,-28.0,88.0,#9DB400
69.0,-26.0,-12.0,#58B6BD
69.0,-22.0,-36.0,#00B7E9
69.0,-22.0,32.0,#95B26D
69.0,-20.0,104.0,#ACB000
69.0,-20.0,116.0,#ADB000
69.0,-18.0,78.0,#ACAF00
69.0,-14.0,-32.0,#53B2E2
69.0,-14.0,42.0,#A9AE5A
69.0,-12.0,-48.0,#00B3FF
69.0,-12.0,-26.0,#6AB1D7
69.0,-12.0,48.0,#AFAD4E
69.0,-12.0,116.0,#BAAC00
69.0,-10.0,-54.0,#00B3FF
69.0,-10.0,90.0,#BBAB00
69.0,0.0,98.0,#CBA500
69.0,2.0,16.0,#B7A68C
69.0,10.0,-16.0,#ADA4C5
69.0,14.0,82.0,#DE9C00
69.0,18.0,-6.0,#C49EB4
69.0,20.0,-28.0,#B49EDB
69.0,24.0,-16.0,#C79AC6
69.0,24.0,108.0,#EE9500
69.0,34.0,-2.0,#E191AD
69.0,36.0,96.0,#FE8B00
69.0,40.0,-52.0,#BE92FF
69.0,42.0,-46.0,#CA8FFC
69.0,42.0,108.0,#FF8600
69.0,44.0,-40.0,#D48DF1
69.0,44.0,-20.0,#E58ACD
69.0,44.0,76.0,#FF8400
69.0,48.0,64.0,#FF8031
69.0,50.0,-38.0,#E087EE
69.0,50.0,-2.0,#F982AE
69.0,52.0,-20.0,#F282CE
69.0,54.0,58.0,#FF7A40
69.0,56.0,88.0,#FF7700
69.0,60.0,52.0,#FF734D
69.0,62.0,-50.0,#E97CFF
69.0,64.0,-44.0,#F279F9
69.0,66.0,-38.0,#FB75EE
69.0,66.0,46.0,#FF6B59
69.0,68.0,-52.0,#F175FF
69.0,68.0,60.0,#FF683E
69.0,68.0,76.0,#FF670F
69.0,68.0,100.0,#FF6700
69.0,70.0,14.0,#FF6893
69.0,76.0,-52.0,#FF6AFF
69.0,82.0,20.0,#FF5289
70.0,-128.0,14.0,#00D68E
70.0,-128.0,80.0,#00D400
70.0,-120.0,38.0,#00D460
70.0,-120.0,80.0,#00D300
70.0,-116.0,-4.0,#00D5B0
70.0,-112.0,10.0,#00D396
70.0,-112.0,68.0,#00D100
70.0,-112.0,76.0,#00D100
70.0,-110.0,-8.0,#00D4B7
70.0,-106.0,102.0,#00D000
70.0,-104.0,66.0,#00D010
70.0,-102.0,-12.0,#00D2BE
70.0,-100.0,96.0,#00CE00
70.0,-98.0,4.0,#00D0A1
70.0,-96.0,10.0,#00CF96
70.0,-96.0,18.0,#00CF87
70.0,-96.0,34.0,#00CE69
70.0,-96.0,58.0,#00CE32
70.0,-92.0,106.0,#00CC00
70.0,-90.0,4.0,#00CEA1
70.0,-88.0,26.0,#00CD78
70.0,-80.0,-4.0,#00CCB0
70.0,-80.0,56.0,#00CA39
70.0,-80.0,100.0,#00C900
70.0,-78.0,106.0,#00C800
70.0,-74.0,62.0,#00C827
70.0,-74.0,96.0,#15C700
70.0,-72.0,102.0,#2AC700
70.0,-72.0,110.0,#2DC700
70.0,-68.0,-30.0,#00CAE0
70.0,-68.0,72.0,#2EC600
70.0,-60.0,36.0,#23C466
70.0,-60.0,102.0,#5CC300
70.0,-56.0,-6.0,#00C5B4
70.0,-54.0,0.0,#00C3AA
70.0,-54.0,96.0,#6BC100
70.0,-50.0,54.0,#65C040
70.0,-50.0,62.0,#69C02A
70.0,-48.0,20.0,#44C085
70.0,-44.0,-44.0,#00C3FA
70.0,-44.0,-28.0,#00C2DD
70.0,-42.0,-6.0,#00BFB5
70.0,-42.0,18.0,#58BE89
70.0,-38.0,62.0,#86BB2C
70.0,-36.0,-2.0,#49BDAE
70.0,-36.0,14.0,#66BC91
70.0,-36.0,22.0,#70BB82
70.0,-36.0,76.0,#8EBA00
70.0,-32.0,34.0,#84B96B
70.0,-30.0,-6.0,#59BAB5
70.0,-30.0,98.0,#9DB700
70.0,-26.0,-22.0,#3EBAD2
70.0,-24.0,16.0,#87B68D
70.0,-24.0,94.0,#A8B400
70.0,-20.0,52.0,#A5B347
70.0,-18.0,90.0,#B1B100
70.0,-18.0,98.0,#B2B100
70.0,-12.0,-6.0,#8CB2B5
70.0,-12.0,10.0,#9CB199
70.0,-12.0,96.0,#BCAE00
70.0,-12.0,104.0,#BCAE00
70.0,-6.0,76.0,#C3AB00
70.0,-2.0,22.0,#B7AB83
70.0,0.0,-46.0,#65AFFE
70.0,0.0,54.0,#C7A845
70.0,12.0,-32.0,#A1A7E5
70.0,12.0,50.0,#D8A14E
70.0,12.0,66.0,#DCA127
70.0,16.0,22.0,#D4A084
70.0,18.0,-38.0,#A6A3F0
70.0,18.0,52.0,#E29D4B
70.0,18.0,94.0,#E89C00
70.0,24.0,38.0,#E79967
70.0,24.0,46.0,#E99958
70.0,24.0,80.0,#EF9800
70.0,24.0,88.0,#F09800
70.0,26.0,-6.0,#D59AB7
70.0,26.0,102.0,#F49600
70.0,28.0,16.0,#E4978F
70.0,30.0,-26.0,#CB99DB
70.0,30.0,22.0,#EA9585
70.0,30.0,48.0,#F29454
70.0,32.0,-12.0,#DA96C2
70.0,36.0,42.0,#F98F60
70.0,38.0,-26.0,#D993DB
70.0,38.0,-10.0,#E591BE
70.0,38.0,48.0,#FE8D55
70.0,40.0,-4.0,#EC8FB4
70.0,40.0,4.0,#F18EA5
70.0,44.0,-30.0,#E08EE2
70.0,46.0,-8.0,#F38ABB
70.0,50.0,86.0,#FF8000
70.0,54.0,24.0,#FF7F83
70.0,54.0,108.0,#FF7C00
70.0,58.0,36.0,#FF796D
70.0,60.0,22.0,#FF7887
70.0,60.0,74.0,#FF7519
70.0,60.0,82.0,#FF7500
70.0,64.0,34.0,#FF7271
70.0,70.0,-28.0,#FF71DF
70.0,74.0,0.0,#FF67AE
70.0,76.0,24.0,#FF6184
70.0,80.0,-42.0,#FF64F9
70.0,82.0,-2.0,#FF59B2
71.0,-128.0,46.0,#00D851
71.0,-120.0,50.0,#00D648
71.0,-120.0,58.0,#00D633
71.0,-112.0,50.0,#00D548
71.0,-112.0,58.0,#00D433
71.0,-106.0,18.0,#00D48A
71.0,-104.0,24.0,#00D47E
71.0,-104.0,48.0,#00D34D
71.0,-98.0,-20.0,#00D5D0
71.0,-98.0,70.0,#00D100
71.0,-96.0,64.0,#00D120
71.0,-92.0,98.0,#00CF00
71.0,-90.0,-8.0,#00D2BA
71.0,-90.0,18.0,#00D08A
71.0,-84.0,16.0,#00CF8E
71.0,-84.0,62.0,#00CD29
71.0,-82.0,-32.0,#00D1E6
71.0,-80.0,10.0,#00CE99
71.0,-78.0,-26.0,#00D0DB
71.0,-76.0,-36.0,#00D0EE
71.0,-70.0,-40.0,#00CFF5
71.0,-70.0,80.0,#2EC900
71.0,-64.0,-44.0,#00CDFC
71.0,-64.0,-20.0,#00CBD0
71.0,-60.0,70.0,#53C603
71.0,-58.0,-48.0,#00CCFF
71.0,-58.0,8.0,#00C79D
71.0,-54.0,14.0,#00C693
71.0,-54.0,116.0,#71C300
71.0,-52.0,-28.0,#00C8DF
71.0,-52.0,-12.0,#00C6C2
71.0,-50.0,28.0,#4DC379
71.0,-46.0,70.0,#7AC109
71.0,-44.0,48.0,#74C051
71.0,-44.0,92.0,#84C000
71.0,-38.0,96.0,#91BD00
71.0,-32.0,-40.0,#00C1F6
71.0,-32.0,-22.0,#02BFD5
71.0,-30.0,4.0,#6DBDA6
71.0,-28.0,10.0,#7ABB9B
71.0,-24.0,24.0,#91B981
71.0,-16.0,-18.0,#72B8CE
71.0,-10.0,68.0,#BEB01F
71.0,-6.0,-48.0,#47B6FF
71.0,-6.0,12.0,#ACB098
71.0,-6.0,84.0,#C7AE00
71.0,-4.0,108.0,#CCAD00
71.0,-4.0,116.0,#CDAD00
71.0,-2.0,-8.0,#A2AFBC
71.0,0.0,4.0,#B1ADA7
71.0,0.0,86.0,#D0AA00
71.0,2.0,-30.0,#8FAFE4
71.0,4.0,-24.0,#9DADD9
71.0,4.0,72.0,#D4A810
71.0,4.0,80.0,#D6A800
71.0,6.0,-42.0,#85AEFA
71.0,6.0,88.0,#DAA700
71.0,8.0,-36.0,#95ACEF
71.0,8.0,30.0,#CEA778
71.0,8.0,106.0,#DEA500
71.0,12.0,92.0,#E3A300
71.0,14.0,110.0,#E7A100
71.0,18.0,-14.0,#C3A4C7
71.0,20.0,12.0,#D9A099
71.0,32.0,32.0,#F49675
71.0,32.0,104.0,#FF9400
71.0,32.0,120.0,#FF9400
71.0,34.0,6.0,#EB96A4
71.0,44.0,28.0,#FF8B7D
71.0,44.0,84.0,#FF8900
71.0,50.0,78.0,#FF8300
71.0,54.0,66.0,#FF7F33
71.0,56.0,16.0,#FF8094
71.0,60.0,60.0,#FF7841
71.0,66.0,54.0,#FF714F
71.0,72.0,-36.0,#FF72F1
71.0,76.0,12.0,#FF659C
72.0,-128.0,60.0,#00DB2F
72.0,-128.0,92.0,#00DA00
72.0,-122.0,96.0,#00D900
72.0,-116.0,90.0,#00D800
72.0,-116.0,100.0,#00D800
72.0,-104.0,2.0,#00D8AA
72.0,-104.0,34.0,#00D66E
72.0,-104.0,42.0,#00D65D
72.0,-104.0,58.0,#00D637
72.0,-104.0,74.0,#00D500
72.0,-100.0,80.0,#00D400
72.0,-100.0,104.0,#00D400
72.0,-98.0,-4.0,#00D7B5
72.0,-96.0,88.0,#00D300
72.0,-92.0,82.0,#00D200
72.0,-88.0,42.0,#00D25E
72.0,-88.0,74.0,#00D100
72.0,-82.0,24.0,#00D182
72.0,-78.0,80.0,#00CE00
72.0,-72.0,30.0,#00CE76
72.0,-68.0,44.0,#00CC5B
72.0,-66.0,0.0,#00CDAF
72.0,-62.0,78.0,#54C900
72.0,-58.0,-18.0,#00CCD0
72.0,-52.0,-46.0,#00CCFF
72.0,-50.0,-40.0,#00CBF8
72.0,-50.0,82.0,#77C500
72.0,-48.0,-34.0,#00C9ED
72.0,-46.0,104.0,#85C300
72.0,-44.0,84.0,#86C300
72.0,-42.0,42.0,#77C360
72.0,-40.0,116.0,#92C100
72.0,-38.0,36.0,#7DC16C
72.0,-38.0,88.0,#93C000
72.0,-32.0,-12.0,#47C1C5
72.0,-32.0,56.0,#95BE42
72.0,-32.0,64.0,#98BE2D
72.0,-30.0,-48.0,#00C4FF
72.0,-28.0,116.0,#A9BB00
72.0,-26.0,68.0,#A5BB1F
72.0,-26.0,76.0,#A7BB00
72.0,-24.0,-30.0,#2EBFE6
72.0,-24.0,82.0,#ACBA00
72.0,-22.0,-6.0,#78BCBB
72.0,-20.0,-42.0,#00BFFC
72.0,-20.0,58.0,#ADB83F
72.0,-20.0,66.0,#AFB828
72.0,-14.0,36.0,#AEB66E
72.0,-8.0,38.0,#BAB36A
72.0,-8.0,54.0,#C0B249
72.0,-8.0,122.0,#CAB100
72.0,-6.0,-24.0,#87B6DC
72.0,-6.0,18.0,#B3B390
72.0,-4.0,4.0,#ACB2A9
72.0,-2.0,40.0,#C5AF67
72.0,0.0,-14.0,#A3B2CA
72.0,2.0,106.0,#D8AC00
72.0,4.0,36.0,#CDAC6F
72.0,8.0,24.0,#CEAA85
72.0,10.0,-48.0,#87AFFF
72.0,10.0,-6.0,#BEABBC
72.0,10.0,78.0,#E1A700
72.0,12.0,-42.0,#98ADFD
72.0,12.0,-26.0,#AEABE0
72.0,14.0,0.0,#CAA8B1
72.0,16.0,6.0,#D2A6A6
72.0,16.0,44.0,#E3A460
72.0,16.0,76.0,#EAA300
72.0,16.0,120.0,#EDA300
72.0,22.0,0.0,#D8A2B1
72.0,22.0,122.0,#F69E00
72.0,24.0,-38.0,#B8A5F6
72.0,24.0,6.0,#DFA0A7
72.0,24.0,96.0,#F79D00
72.0,28.0,58.0,#F89B44
72.0,28.0,74.0,#FB9A14
72.0,30.0,-48.0,#B8A1FF
72.0,30.0,-40.0,#C2A0FA
72.0,30.0,-32.0,#CB9FEB
72.0,34.0,12.0,#F1989C
72.0,34.0,68.0,#FF952C
72.0,34.0,76.0,#FF950B
72.0,34.0,84.0,#FF9500
72.0,36.0,-46.0,#C79DFF
72.0,38.0,-32.0,#DA99EB
72.0,40.0,22.0,#FF928B
72.0,40.0,54.0,#FF904E
72.0,40.0,62.0,#FF903D
72.0,42.0,94.0,#FF8E00
72.0,44.0,-14.0,#F292CB
72.0,44.0,100.0,#FF8C00
72.0,44.0,122.0,#FF8B00
72.0,46.0,4.0,#FF8EAB
72.0,46.0,12.0,#FF8D9D
72.0,46.0,20.0,#FF8D8E
72.0,46.0,112.0,#FF8A00
72.0,48.0,106.0,#FF8800
72.0,50.0,96.0,#FF8600
72.0,52.0,30.0,#FF867D
72.0,52.0,46.0,#FF855F
72.0,56.0,-42.0,#F08AFE
72.0,56.0,116.0,#FF7F00
72.0,58.0,122.0,#FF7C00
72.0,60.0,-30.0,#FF83E8
72.0,62.0,88.0,#FF7800
72.0,64.0,6.0,#FF7AA8
72.0,64.0,14.0,#FF799A
72.0,68.0,-12.0,#FF77C8
72.0,70.0,-46.0,#FF7AFF
72.0,70.0,-22.0,#FF76DA
72.0,70.0,24.0,#FF7089
72.0,70.0,32.0,#FF6F7A
72.0,76.0,-28.0,#FF6EE5
72.0,78.0,-22.0,#FF6ADB
72.0,80.0,6.0,#FF62A9
72.0,82.0,-34.0,#FF66F0
72.0,86.0,-44.0,#FF61FF
72.0,86.0,-22.0,#FF5CDB
73.0,-120.0,8.0,#00DEA1
73.0,-120.0,16.0,#00DE92
73.0,-120.0,24.0,#00DD83
73.0,-114.0,4.0,#00DDA9
73.0,-110.0,82.0,#00DA00
73.0,-104.0,12.0,#00DA9A
73.0,-102.0,86.0,#00D800
73.0,-96.0,24.0,#00D884
73.0,-96.0,40.0,#00D764
73.0,-88.0,10.0,#00D69E
73.0,-86.0,88.0,#00D300
73.0,-86.0,114.0,#00D300
73.0,-84.0,-16.0,#00D7CE
73.0,-84.0,0.0,#00D6B1
73.0,-82.0,72.0,#00D300
73.0,-80.0,44.0,#00D35D
73.0,-80.0,92.0,#00D200
73.0,-78.0,66.0,#00D122
73.0,-78.0,114.0,#10D100
73.0,-74.0,38.0,#00D169
73.0,-72.0,-24.0,#00D4DD
73.0,-72.0,-8.0,#00D3C0
73.0,-68.0,58.0,#28CE3D
73.0,-66.0,-12.0,#00D1C7
73.0,-66.0,20.0,#00CF8C
73.0,-64.0,118.0,#5CCC00
73.0,-60.0,0.0,#00CEB1
73.0,-60.0,16.0,#00CD94
73.0,-60.0,24.0,#00CD85
73.0,-60.0,58.0,#51CC3D
73.0,-58.0,92.0,#69CB00
73.0,-56.0,108.0,#71CA00
73.0,-54.0,22.0,#34CB89
73.0,-54.0,36.0,#4FCA6E
73.0,-52.0,42.0,#5DC962
73.0,-52.0,68.0,#70C91E
73.0,-52.0,88.0,#77C800
73.0,-50.0,48.0,#69C856
73.0,-48.0,-22.0,#00CBDA
73.0,-48.0,-6.0,#00CABD
73.0,-48.0,2.0,#05CAAE
73.0,-48.0,10.0,#36C99F
73.0,-46.0,-16.0,#00CACF
73.0,-46.0,120.0,#89C600
73.0,-42.0,6.0,#4BC7A7
73.0,-36.0,-46.0,#00C9FF
73.0,-36.0,-30.0,#00C7E9
73.0,-34.0,118.0,#A1C100
73.0,-28.0,108.0,#ABBE00
73.0,-24.0,2.0,#80C0AF
73.0,-24.0,40.0,#A0BE68
73.0,-24.0,48.0,#A4BD57
73.0,-22.0,110.0,#B6BB00
73.0,-18.0,-12.0,#7CBEC8
73.0,-16.0,20.0,#A3BB8E
73.0,-16.0,122.0,#C0B800
73.0,-14.0,26.0,#ABB983
73.0,-10.0,110.0,#C9B500
73.0,-8.0,-32.0,#75BAED
73.0,-8.0,60.0,#C5B53E
73.0,-6.0,26.0,#BAB583
73.0,-2.0,-38.0,#7BB8F8
73.0,-2.0,122.0,#D6B100
73.0,0.0,10.0,#BBB2A1
73.0,2.0,-2.0,#B5B2B7
73.0,4.0,10.0,#C2B0A1
73.0,4.0,48.0,#D4AE5A
73.0,4.0,64.0,#D9AE35
73.0,4.0,120.0,#DFAD00
73.0,6.0,0.0,#BEB0B3
73.0,8.0,6.0,#C7AEA9
73.0,8.0,16.0,#CDAD96
73.0,10.0,58.0,#E1AA45
73.0,12.0,12.0,#D1AB9E
73.0,16.0,-20.0,#C0ABD8
73.0,16.0,28.0,#E0A781
73.0,16.0,60.0,#EAA641
73.0,22.0,-44.0,#AFA9FF
73.0,22.0,26.0,#E8A385
73.0,22.0,58.0,#F2A246
73.0,28.0,0.0,#E4A0B4
73.0,30.0,-18.0,#DBA1D5
73.0,30.0,110.0,#FF9B00
73.0,34.0,18.0,#F79A94
73.0,34.0,26.0,#FA9A86
73.0,38.0,-40.0,#D49DFD
73.0,38.0,-16.0,#EA9AD1
73.0,38.0,114.0,#FF9400
73.0,40.0,12.0,#FE969F
73.0,40.0,36.0,#FF9474
73.0,40.0,68.0,#FF9330
73.0,46.0,48.0,#FF8E5D
73.0,48.0,70.0,#FF8B2C
73.0,52.0,10.0,#FF8AA3
73.0,54.0,72.0,#FF8528
73.0,56.0,-10.0,#FF88C7
73.0,56.0,78.0,#FF8211
73.0,58.0,4.0,#FF84AE
73.0,62.0,-16.0,#FF82D2
73.0,64.0,-2.0,#FF7EB9
73.0,70.0,-4.0,#FF76BD
73.0,70.0,4.0,#FF75AF
73.0,76.0,-8.0,#FF6EC4
74.0,-120.0,68.0,#00DF16
74.0,-112.0,34.0,#00DE72
74.0,-112.0,42.0,#00DE62
74.0,-108.0,92.0,#00DC00
74.0,-104.0,-4.0,#00DEBB
74.0,-96.0,50.0,#00DA51
74.0,-90.0,-20.0,#00DBD8
74.0,-88.0,58.0,#00D73E
74.0,-88.0,66.0,#00D725
74.0,-86.0,-26.0,#00DBE4
74.0,-84.0,-8.0,#00D9C2
74.0,-84.0,104.0,#00D600
74.0,-80.0,50.0,#00D552
74.0,-78.0,-14.0,#00D8CE
74.0,-78.0,86.0,#00D400
74.0,-76.0,72.0,#00D401
74.0,-72.0,4.0,#00D5AC
74.0,-72.0,14.0,#00D49A
74.0,-72.0,90.0,#39D200
74.0,-68.0,98.0,#4ED100
74.0,-64.0,-26.0,#00D4E4
74.0,-64.0,90.0,#59CF00
74.0,-62.0,42.0,#36D064
74.0,-62.0,50.0,#43D053
74.0,-62.0,84.0,#5ECF00
74.0,-60.0,-36.0,#00D4F6
74.0,-56.0,78.0,#6DCD00
